"460","N/A_12","N/A_12",,"1 1/4","13/16","134","Eloquence","N/A","A47A_2_1.jpg","16","7"
"459","N/A_11","N/A_11",,"1","3/4","134","Eloquence","N/A","A47A_1_1.jpg","12","30"
"458","N/A_13","N/A_13",,"1 1/2","15/16","134","Eloquence","N/A","A47A_3_1.jpg","20","8"
"461","N/A_14","N/A_14",,"1 1/2","15/16","134","Eloquence","N/A","A47A_4_1.jpg","20","8"
"462","N/A_15","N/A_15",,"1 1/2","7/8","134","Eloquence","N/A","A47A_5_1.jpg","20","29"
"463","N/A_16","N/A_16",,"1","1 1/16","134","Eloquence","N/A","A47A_6_1.jpg","12","10"
"464","N/A_17","N/A_17",,"1 3/16","1","134","Eloquence","N/A","A47A_7.jpg","15","9"
"465","A69A_1","A69A_1",,"1 3/16","7/8","135","Etude","A-69A","A_69A_1.gif","15","29"
"466","A69A_2","A69A_2",,"2","7/8","135","Etude","A-69A","A69A_2.jpg","28","29"
"467","A69A_3","A69A_3",,"3 9/16","1 1/8","135","Etude","A-69A","A69A_3.jpg","53","11"
"468","G19A_1","G19A_1",,"1","1 1/8","137","Virtu ","G-19A","G19A_1_1.jpg","12","11"
"469","G19A_2","G19A_2",,"3 1/4","1 5/8","137","Virtu ","G-19A","G19A_2_1.jpg","40","18"
"470","G19A_3","G19A_3",,"5/8","5/16","137","Virtu ","G-19A","G19A_3.jpg","6","34"
"471","G01A_1","G01A_1",,"1 1/2","1 1/16","138","Sterling","G-1A","G1A_1_1.jpg","20","10"
"472","G01A_2","G01A_2",,"2","1 1/4","138","Sterling","G-1A","G1A_2.jpg","28","13"
"473","G01A_3","G01A_3",,"2 1/2","1 3/8","138","Sterling","G-1A","G1A_3.jpg","33","15"
"474","G1A_4","G1A_4",,"1 1/2","1","138","Sterling","G-1A","G1A_4.gif","0","9"
"475","G1A_5","G1A_5",,"1","1 1/8","138","Sterling","G-1A","G1A_5_1.jpg","12","11"
"476","G31A_1","G31A_1",,"1 1/8","13/16","139","Aegis","G-31A","G31A_1_1.jpg","14","7"
"477","G31A_2","G31A_2",,"2","13/16","139","Aegis","G-31A","G31A_2_1.jpg","28","7"
"478","G35A_1","G35A_1",,"1 5/8","15/16","140","Genji ","G-35A","G35A_1.jpg","22","8"
"479","G35A_2","G35A_2",,"2 1/4","1 1/8","140","Genji ","G-35A","G35A_2.jpg","31","11"
"480","G35A_3","G35A_3",,"3 1/8","1 1/2","140","Genji ","G-35A","G35A_3_1.jpg","38","17"
"481","G37A_1","G37A_1",,"1 5/16","1 5/16","141","Array ","G-37A","G37A_1_1.jpg","17","14"
"482","G37A_2","G37A_2",,"1 13/16","1","141","Array ","G-37A","G37A_2_1.jpg","25","9"
"483","G37A_3","G37A_3",,"2 1/2","1","141","Array ","G-37A",,"0","9"
"484","G67A_1","G67A_1",,"2","7/8","142","Liso","G-67A","G67A_1.gif","0","29"
"485","G67A_2","G67A_2",,"1 3/16","7/8","142","Liso","G-67A","G67A_2.jpg","15","29"
"486","G67A_3","G67A_3",,"3/4","7/8","142","Liso","G-67A","G67A_3_1.jpg","8","29"
"487","G67A_4","G67A_4",,"1","1 7/8","142","Liso","G-67A","G67A_4.jpg","12","21"
"488","G67A_5","G67A_5",,"1 5/8","1 3/8","142","Liso","G-67A","G67A_5_2.jpg","22","15"
"489","G67A_6","G67A_6",,"3/4","1 1/8","142","Liso","G-67A","G67A_6.jpg","8","11"
"490","G67A_7","G67A_7",,"1 1/2","2 1/4","142","Liso","G-67A","G67A_7.gif","0","24"
"491","H25A_1","H25A_1",,"1 1/8","1 3/16","143","Matt Black","H-25A","H25A_1.jpg","14","12"
"492","H25A_2","H25A_2",,"1 3/4","1 3/8","143","Matt Black","H-25A","H25A_2.jpg","24","15"
"493","H25A_3","H25A_3",,"7/8","1 3/8","143","Matt Black","H-25A","H25A_3.jpg","10","15"
"494","H25A_4","H25A_4",,"1","1 7/8","143","Matt Black","H-25A","H25A_4.jpg","12","21"
"495","H25A_5","H25A_5",,"1 1/4","7/8","143","Matt Black","H-25A","H25A_5.jpg","16","29"
"496","H25A_6","H25A_6",,"3/4","5/8","143","Matt Black","H-25A","H25A_6.jpg","8","31"
"497","H25A_7","H25A_7",,"1 1/4","3/4","143","Matt Black","H-25A","H25A_7.jpg","16","30"
"498","H25A_8","H25A_8",,"1 3/4","1","143","Matt Black","H-25A","H25A_8.jpg","24","9"
"499","H25A_9","H25A_9",,"2 5/8","1","143","Matt Black","H-25A","H25A_9.gif","35","9"
"611","H25A_10","H25A_10",,"1/2","3/8","143","Matt Black","H-25A","H25A_10_1.png","4","35"
"501","H25A_11","H25A_11",,"3/8","1/4","143","Matt Black","H-25A","H25A_11_1.jpg","2","4"
"502","H25A_12","H25A_12",,"5/8","1/4","143","Matt Black","H-25A","H25A_12_2.jpg","6","4"
"504","H33_1","H33_1",,"7/8","1 3/8","144","Matt White","H-33","H33_1.jpg","10","15"
"505","H33_2","H33_2",,"1 1/4","7/8","144","Matt White","H-33","H33_2_1.jpg","16","29"
"506","H33_3","H33_3",,"2","7/8","144","Matt White","H-33","H33_3.png","28","29"
"507","H33_4","H33_4",,"1","1 7/8","144","Matt White","H-33","H33_4.jpg","12","21"
"508","H33_5","H33_5",,"1 1/2","1 7/8","144","Matt White","H-33","H33_5.jpg","20","21"
"509","H33_6","H33_6",,"3/4","7/8","144","Matt White","H-33","H33_6.jpg","8","29"
"510","H33_7","H33_7",,"1 13/16","7/8","144","Matt White","H-33","H33_7.jpg","25","29"
"511","H33_8","H33_8",,"1 3/16","7/8","144","Matt White","H-33","H33_8.jpg","15","29"
